ID,Descripción,Fecha de verificación,Próxima Verificación,Calendario de Verificacion,Estado,Método de verificación,Error-,Error+,Resolución+,Resolución-,Patrón,ID patrón,Usuario,Linea del cliente,Formato,Status,Periodo
FIX-BORE GAGE-227,27.515,22/03/2020,21/09/2020,01/09/2020,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Cold Forging,Verficacion CNC,,Baja,183
FIX-BORE GAGE-226,26mm,22/03/2020,21/09/2020,01/09/2020,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Cold Forging,Verficacion CNC,,Baja,183
FIX-6337-225,GO/NO GO,11/12/2020,12/06/2021,23/05/2021,Baja,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,Mitusimi,,Baja,183
FIX-6257-223,GO/NO GO,18/02/2021,20/08/2021,31/07/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,HDL-6257-000,,Calibración Vigente,183
FIX-6257-222,GO/NO GO,18/02/2021,20/08/2021,31/07/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,HDL-6257-000,,Calibración Vigente,183
FIX-6798-221,GO/NO GO,22/02/2021,24/08/2021,04/08/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,HEL-6798-000,,Calibración Vigente,183
FIX-6798-220,GO/NO GO,19/02/2021,21/08/2021,01/08/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,HEL-6798-000,,Calibración Vigente,183
FIX-6798-219,GO/NO GO,26/07/2021,26/01/2022,06/01/2022,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,SORTEO,,Calibración Vigente,184
FIX-6798-218,GO/NO GO,19/02/2021,21/08/2021,01/08/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,HEL-6798-000,,Calibración Vigente,183
FIX-6798-217,GO/NO GO,20/03/2021,19/09/2021,30/08/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,HEL-6798-000,,Calibración Vigente,183
FIX-7683-216,PIN GAGE GO,15/07/2019,14/01/2020,25/12/2019,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Ensamble,,Baja,183
FIX-8585-215,GO - NO GO,11/02/2019,13/08/2019,24/07/2019,Reparación,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,Ensamble,,Reparación,183
FIX-8585-214,GO - NO GO,11/02/2019,13/08/2019,24/07/2019,Reparación,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Reparación,183
FIX-8585-213,GO - NO GO,11/02/2019,13/08/2019,24/07/2019,Reparación,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Reparación,183
FIX-8585-212,GO - NO GO,11/02/2019,13/08/2019,24/07/2019,Reparación,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Reparación,183
FIX-7121-211,GO/NO GO,22/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,VAL-7121-000,,Calibración Vigente,183
FIX-4749-210,NO GO,20/01/2021,22/07/2021,02/07/2021,Reparación,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,EET-4749-000,,Reparación,183
FIX-6725-209,Go/No Go,14/01/2019,16/07/2019,26/06/2019,Baja,INTERNO,NA,NA,GO,NOGO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Baja,183
FIX-6725-208,Go/No Go,14/01/2019,16/07/2019,26/06/2019,Baja,INTERNO,NA,NA,GO,NOGO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Baja,183
FIX-6725-207,Go/No Go,14/01/2019,16/07/2019,26/06/2019,Baja,INTERNO,NA,NA,GO,NOGO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Baja,183
FIX-8423-206,Verificacion TP,18/05/2021,17/11/2021,28/10/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,SOGEFI,,Calibración Vigente,183
FIX-6734-205,Go/No Go,03/05/2021,02/11/2021,13/10/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,BOS-6734-000,,Calibración Vigente,183
FIX-6734-204,Go/No Go TP Dia.,03/02/2021,05/08/2021,16/07/2021,Activo,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,BOS-6734-000,,En Proceso de Calibración,183
FIX-7787-203,Go/No Go,02/11/2020,04/05/2021,14/04/2021,Baja,INTERNO,NA,NA,GO,NOGO,SMART SCOPE,INT066,Moldeo,HEL-7787-000,,Baja,183
FIX-6798-202,Go/No Go,07/11/2018,09/05/2019,19/04/2019,Baja,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Moldeo,HEL-6798-000,,Baja,183
FIX-5671-201,Go/No Go,20/03/2021,19/09/2021,30/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Estampados,COT-5671-000,,Calibración Vigente,183
FIX-7614-200,Go/No Go,19/07/2021,18/01/2022,29/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Moldeo,COT-7614-000,,Calibración Vigente,183
FIX-6033-199,Go/No Go,20/03/2021,19/09/2021,30/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Estampados,COT-6033-000,,Calibración Vigente,183
FIX-6652-198,Defase de Orificios,04/06/2021,04/12/2021,14/11/2021,Activo,INTERNO,NA,NA,NA,NA,SMART SCOPE,INT066,Moldeo,VAL-6652-000,,Calibración Vigente,183
FIX-6652-197,Defase de Orificios,08/06/2021,08/12/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,SMART SCOPE,INT066,Moldeo,VAL-6652-000,,Calibración Vigente,183
FIX-6652-196,Defase de Orificios,10/04/2021,10/10/2021,20/09/2021,Activo,INTERNO,NA,NA,NA,NA,SMART SCOPE,INT066,Moldeo,VAL-6652-000,,Calibración Vigente,183
FIX-6652-195,Go/No Go,23/07/2020,22/01/2021,02/01/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-6652-000,,Reemplazo,183
FIX-6725-194,Go/No Go,05/04/2018,05/10/2018,15/09/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,HEL-6725-000,,Baja,183
FIX-6151-193,VERIFICACION RIB,13/04/2018,13/10/2018,23/09/2018,Baja,INTERNO,NA,NA,NA,NA,SMART SCOPE,INT066,Moldeo,HEL-6151-000,,Baja,183
FIX-6725-192,Go/No Go,04/10/2018,05/04/2019,16/03/2019,Baja,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Baja,183
FIX-6725-191,Go/No Go,26/09/2018,28/03/2019,08/03/2019,Baja,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Baja,183
FIX-6725-190,Go/No Go,26/09/2018,28/03/2019,08/03/2019,Baja,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Baja,183
FIX-BORE GAGE-189,Bore Gage 27.52 - 24.93,21/02/2019,23/08/2019,03/08/2019,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Moldeo,EEC-4918-000,,Baja,183
FIX-BORE GAGE-188,Bore Gage 23.1,10/08/2019,09/02/2020,20/01/2020,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Cold Forging,Cold Forging,,Baja,183
FIX-BORE GAGE-187,Bore Gage 23.705,28/04/2020,28/10/2020,08/10/2020,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Cold Forging,Cold Forging,,Baja,183
FIX-BORE GAGE-186,Bore Gage 21.91,28/04/2020,28/10/2020,08/10/2020,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Cold Forging,Cold Forging,,Baja,183
FIX-BORE GAGE-185,Bore Gage 12.29,10/08/2019,09/02/2020,20/01/2020,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Cold Forging,Cold Forging,,Baja,183
FIX-6151-184,Thickness rib,18/01/2018,20/07/2018,30/06/2018,Baja,INTERNO,NA,NA,NA,NO GO,SMART SCOPE,INT066,Moldeo,HEL-6151-000,,Baja,183
FIX-6151-183,Thickness rib,18/01/2018,20/07/2018,30/06/2018,Baja,INTERNO,NA,NA,NA,NO GO,SMART SCOPE,INT066,Moldeo,HEL-6151-000,,Baja,183
FIX-6725-182,Go/No Go,28/12/2017,29/06/2018,09/06/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,HEL-6725-000,,Baja,183
FIX-Block Gage-181,Block 26mm,11/12/2018,11/12/2019,21/11/2019,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Cold Forging,Verficacion CNC,,Baja,183
FIX-6734-180,Go/No Go TP Dia.,02/02/2021,04/08/2021,15/07/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,BOS-6734-000,,En Proceso de Calibración,183
FIX-6725/98-179,Go/No Go,21/10/2018,22/04/2019,02/04/2019,Baja,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Baja,183
FIX-6652-178,Go/No Go,12/08/2019,11/02/2020,22/01/2020,Reemplazo,INTERNO,NA,NA,GO,NO GO,Falcon,INT207,Moldeo,VAL-6652-000,,Reemplazo,183
FIX-7107-177,Go/No Go,03/10/2017,04/04/2018,15/03/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-7107-000,,Baja,183
FIX-7614-176,Go/No Go,19/07/2021,19/01/2022,30/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT207,Moldeo,COT-7614-000,,Calibración Vigente,184
FIX-8251-175,Go/No Go,22/07/2021,22/01/2022,02/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,TRW,,Calibración Vigente,184
FIX-6652-174,Go/No Go,23/07/2021,22/01/2022,02/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-6652-000,,Calibración Vigente,183
FIX-6798-173,Go/No Go,19/01/2019,21/07/2019,01/07/2019,Baja,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Moldeo,HEL-6798-000,,Baja,183
FIX-6725/98-172,Go/No Go,14/04/2021,14/10/2021,24/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,Micrómetro,INT306,Moldeo,HEL-6725-000,,Calibración Vigente,183
FIX-6652-171,Presencia,04/06/2021,04/12/2021,14/11/2021,Activo,INTERNO,NA,NA,GO,NO GO,NA,N/A,Moldeo,VAL-6652-000,,Calibración Vigente,183
FIX-6337-170,Go/No Go,15/12/2020,16/06/2021,27/05/2021,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Estampados,Mitusimi,,Baja,183
FIX-5999-169,Go/No Go Bunny ears,30/07/2020,29/01/2021,09/01/2021,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Moldeo,COT-5999-000,,Baja,183
FIX-5999-168,Go/No Go Connector,03/08/2018,02/02/2019,13/01/2019,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Moldeo,COT-5999-000,,Baja,183
FIX-6550-167,Go/No go,31/05/2021,30/11/2021,10/11/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-6550-000,,Calibración Vigente,183
FIX-6336-166,Go/No go,19/07/2019,18/01/2020,29/12/2019,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitusimi,,BAJA,183
FIX-5873-165,Go/No Go altura pines,24/07/2021,24/01/2022,04/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,TRW-5873-00,,Calibración Vigente,184
FIX-6194-164,Go/No Go Connector,04/05/2017,03/11/2017,14/10/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,BOS-6194-000,,Baja,183
FIX-6194-163,Go/No Go singulado PCB,04/05/2017,03/11/2017,14/10/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,BOS-6194-000,,Baja,183
FIX-6194-162,Go/No Go PCB,04/05/2017,03/11/2017,14/10/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,BOS-6194-000,,Baja,183
FIX-5060-161,Presencia de conector,30/04/2021,30/10/2021,10/10/2021,Baja,INTERNO,NA,NA,GO,NO GO,Falcon,INT207,Moldeo,VAL-5060-000,,Baja,183
FIX-7107-160,Verificación planicidad,14/07/2021,13/01/2022,24/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,COT-7107-000,,Calibración Vigente,183
FIX-5552-159,Verificación triming,15/02/2018,17/08/2018,28/07/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5552-000,,Baja,183
FIX-7405-158,Go/No Go ,13/07/2021,12/01/2022,23/12/2021,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,TRW-7405-000,,Baja,183
FIX-6725-157,Go/No Go diámetro,14/04/2021,14/10/2021,24/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Estampados,HEL-6725-000,,Calibración Vigente,183
FIX-6798-156,Go/No Go diámetro,22/11/2018,24/05/2019,04/05/2019,Baja,INTERNO,NA,NA,GO,NO GO,CMM,INT206,Moldeo,HEL-6798-000,,Baja,183
FIX-6194-155,Go/No Go terminales,18/05/2021,17/11/2021,28/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,BOS-6194-000,,Calibración Vigente,183
FIX-5134-154,Presencia,19/07/2021,19/01/2022,30/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,NA,N/A,Estampados,DEN-5134-000,,Calibración Vigente,184
FIX-5874-153,Altura pin,19/07/2021,18/01/2022,29/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,TRW,,Calibración Vigente,183
FIX-6194/300-152,Go/No Go terminales,18/09/2020,20/03/2021,28/02/2021,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,BOS-6194-000,,Baja,183
FIX-5874-151,Verificacion plas. entre pines,12/01/2020,13/07/2020,23/06/2020,Baja,INTERNO,NA,NA,GO,NO GO,NA,N/A,Moldeo,TRW,,Baja,183
FIX-5877-150,Verificación de plani.,11/11/2016,13/05/2017,23/04/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,TRW,,Baja,183
FIX-3051-149,GO / NO GO,,,#VALUE!,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,COT-3051-000,,Baja,183
FIX-3658-148,GO / NO GO,14/05/2021,13/11/2021,24/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Sensata,,Calibración Vigente,183
FIX-2882-147,GO / NO GO,21/08/2020,21/02/2021,01/02/2021,Reparación,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Sensata,,Reparación,184
FIX-4918-146,GO / NO GO,04/08/2016,03/02/2017,14/01/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,EEC-4918-000,,Baja,183
FIX-4918-145,GO / NO GO,06/07/2021,05/01/2022,16/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,EEC-4918-000,,Calibración Vigente,183
FIX-4918-144,GO / NO GO,07/07/2016,06/01/2017,17/12/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,EEC-4918-000,,Baja,183
FIX-3790-143,GO / NO GO,28/04/2016,28/10/2016,08/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,EEC-3790-000,,Baja,183
FIX-6337-142,GO / NO GO,23/04/2016,23/10/2016,03/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitsumi,,Baja,183
FIX-6337-141,GO / NO GO,09/09/2016,11/03/2017,19/02/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitsumi,,Baja,183
FIX-6338-140,GO / NO GO,14/10/2020,16/04/2021,27/03/2021,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitsumi,,Baja,184
FIX-5671-138,Planicidad,03/07/2021,02/01/2022,13/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,COT-5671-000,,Calibración Vigente,183
FIX-3790-139,Verif. De Cabeceo,22/03/2020,22/09/2020,02/09/2020,Baja,INTERNO,NA,NA,.001 mm,12.7 mm,NA,N/A,Estampados,EEC-3790-000,,Baja,184
FIX-7614-137,GO / NO GO CONECTOR,01/03/2021,31/08/2021,11/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-7614-000,,Calibración Vigente,183
FIX-5999-136,GO / NO GO,02/10/2015,02/04/2016,13/03/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5999-000,,Baja,183
FIX-3658/59-135,GO / NO GO,20/03/2021,19/09/2021,30/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,DEN-3658/59-000,,Calibración Vigente,183
FIX-6033-134,GO / NO GO,27/04/2021,27/10/2021,07/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,COT-6033-000,,Calibración Vigente,183
FIX-5671-133,Verif. De Planicidad,05/04/2021,05/10/2021,15/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5671-000,,Calibración Vigente,183
FIX-6734-132,HIGH +0.15,01/06/2021,01/12/2021,11/11/2021,Activo,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Moldeo,BOS-6734-000,,Calibración Vigente,183
FIX-6734-131,LOW -0.15,01/06/2021,01/12/2021,11/11/2021,Activo,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Moldeo,BOS-6734-000,,Calibración Vigente,183
FIX-6734-130,GO ZERO,01/06/2021,01/12/2021,11/11/2021,Activo,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Moldeo,BOS-6734-000,,Calibración Vigente,183
FIX-5060-129,GO-NO GO,03/06/2021,03/12/2021,13/11/2021,Baja,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Moldeo,VAL-5060-000,,Baja,183
FIX-4918-128,GO-NO GO,06/05/2016,05/11/2016,16/10/2016,Baja,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5800-127,Distancia entre Pistas,23/04/2016,23/10/2016,03/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5800-126,Verf. De Diametro,22/04/2016,22/10/2016,02/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5800-125,Verf. De Diametro,22/04/2016,22/10/2016,02/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3794-124,GO-NO GO,14/10/2020,16/04/2021,27/03/2021,Baja,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Estampados,Estampados,,Baja,184
FIX-5671-123,Verif. De Planicidad,10/04/2016,10/10/2016,20/09/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5671-000,,Baja,183
FIX-4749-122,PIN GAGE,17/04/2021,17/10/2021,27/09/2021,Activo,INTERNO,0.0005,0.001,0.0253,0.024,SMART SCOPE,INT066,Moldeo,MOLDEO/SOLDADURA,,Calibración Vigente,183
FIX-4405/06-121,GO/NO GO,07/01/2021,09/07/2021,19/06/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,DEN-4405/06-000,,Reemplazo,183
FIX-4405/06-120,GO/NO GO,07/01/2021,09/07/2021,19/06/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,DEN-4405/06-000,,Reemplazo,183
FIX-5999-119,FIXTURE GO/ NO GO,20/02/2017,22/08/2017,02/08/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5999-000,,Baja,183
FIX-5999-118,FIXTURE GO/ NO GO,21/02/2016,22/08/2016,02/08/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5999-000,,Baja,183
FIX-5874-116,FIXTURE GO/ NO GO,07/07/2021,06/01/2022,17/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,TRW,,Calibración Vigente,183
FIX-4067-115,PIN GAGE NO GO .129,06/01/2021,09/07/2021,19/06/2021,Baja,INTERNO,0,0.0003,NA,0.129,SMART SCOPE,INT066,Estampados,Estampados,,Baja,184
FIX-4067-114,PIN GAGE GO .125,06/01/2021,09/07/2021,19/06/2021,Baja,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Estampados,Estampados,,Baja,184
FIX-6338-113,GO / NO GO,24/10/2014,25/04/2015,05/04/2015,Baja,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3051-112,GO / NO GO,24/07/2021,23/01/2022,03/01/2022,Activo,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-1962-111,GO / NO GO,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-3658/59-110,GO / NO GO,06/09/2014,08/03/2015,16/02/2015,Baja,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-4749-109,PIN GAGE,23/03/2021,22/09/2021,02/09/2021,Activo,INTERNO,0.0005,0.001,0.0253,0.024,SMART SCOPE,INT066,Estampados,EET-4749-000,,Calibración Vigente,183
FIX-4067-108,FIXTURE  GO/NO GO,06/09/2014,08/03/2015,16/02/2015,Baja,INTERNO,NA,NA,GO ,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-6337-107,GO NO-GO,18/02/2021,20/08/2021,31/07/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitsumi,,Reemplazo,183
FIX-6337-106,GO NO-GO,13/08/2014,12/02/2015,23/01/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitsumi,,Baja,183
FIX-6107-105,GO - NO GO,14/10/2016,15/04/2017,26/03/2017,Baja,INTERNO,NA,NA,GO ,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1356-104,GO - NO GO,01/07/2014,31/12/2014,11/12/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2572-103,GO - NO GO,24/04/2020,24/10/2020,04/10/2020,Extraviado,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1252-102,GO - NO GO,15/04/2021,15/10/2021,25/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5552-101,GO - NO GO,20/03/2021,19/09/2021,30/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5496-100,GO/NO GO,08/02/2021,10/08/2021,21/07/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Calidad,Incoming,,En Proceso de Calibración,183
FIX-4293-099,GO - NO GO,27/01/2016,28/07/2016,08/07/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3266-098,FIXTURE DE VERIFICACION,06/07/2021,05/01/2022,16/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-3266-000,,Calibración Vigente,183
FIX-3266-097,FIXTURE DE VERIFICACION,22/01/2014,24/07/2014,04/07/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4405/06-096,GO - NO GO,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-5800-095,GO - NO GO,13/12/2016,14/06/2017,25/05/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5496-094,GO - NO GO,30/04/2021,30/10/2021,10/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5134-093,GO - NO GO,30/04/2021,30/10/2021,10/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5671-092,GO-NO GO,08/05/2015,07/11/2015,18/10/2015,Baja,INTERNO,GO,NO GO,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-4106-091,GO - NO GO,07/10/2014,08/04/2015,19/03/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4106-090,GO - NO GO,07/10/2014,08/04/2015,19/03/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4106-088,GO - NO GO,21/09/2019,20/09/2021,31/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,BOS-4106-000,,Calibración Vigente,183
FIX-4106-089,GO - NO GO,23/12/2017,23/12/2018,03/12/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-5060-087,GO - NO GO,01/07/2014,31/12/2014,11/12/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4106-086,GO - NO GO,15/08/2015,14/02/2016,25/01/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-1657-085,GO NO/GO,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-4106-084,GO - NO GO,20/12/2017,21/06/2018,01/06/2018,Referencia,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Referencia,183
