ID,Descripción,Fecha de verificación,Próxima Verificación,Calendario de Verificacion,Estado,Método de verificación,Error-,Error+,Resolución+,Resolución-,Patrón,ID patrón,Usuario,Linea del cliente,Formato,Status,,Fuera de Calibración,,Periodo
DUM-564,8275 TP Pin 2,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-563,8275 TP Pin 1,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-1044,8275 Terminal incrustada,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-1045,8275 Terminal incrustada,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-1046,8275 Terminal incrustada,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-573,8275 pza Ok,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-569,8275 Pines Plast,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-989,8275 PIEZA OK,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-990,8275 PIEZA OK,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-991,8275 PIEZA OK,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-992,8275 PIEZA OK,29/04/2021,26/10/2021,16/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,180.00
DUM-993,8275 PIEZA OK,29/04/2021,26/10/2021,16/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,180.00
DUM-994,8275 PIEZA OK,29/04/2021,26/10/2021,16/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,180.00
DUM-995,8275 PIEZA OK,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-571,8275 Corto 2-3,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-572,8275 Corto 1-3,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-570,8275 Corto 1-2,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-568,8275 Cont Pin 3,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,183.00
DUM-567,8275 Cont Pin 2,29/05/2021,27/11/2021,17/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,182.00
DUM-566,8275 Cont Pin 1,29/05/2021,27/11/2021,17/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEN-8275-000,NA,Calibración Aceptada,,,,182.00
DUM-006,8546 TP Pines OK,05/03/2021,03/09/2021,24/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,182.00
DUM-007,8546 TP Pines OK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,,,,183.00
DUM-008,8546 TP Pines OK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,,,,183.00
DUM-009,8546 TP Pines OK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,,,,183.00
DUM-010,8546 TP Pines OK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,,,,183.00
DUM-011,8546 TP Pines OK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,,,,183.00
DUM-012,8546 TP Pines OK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,,,,183.00
DUM-013,8546 Pin 3 TP NOK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-014,8546 Pin 3 TP NOK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-019,8546 Pin 3 Plastico .,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-015,8546 Pin 2 TP NOK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,,,,183.00
DUM-016,8546 Pin 2 TP NOK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-020,8546 Pin 2 Plastico .,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-017,8546 Pin 1 TP NOK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-018,8546 Pin 1 TP NOK,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-021,8546 Pin 1 Plastico .,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-022,8546 Corto entre pin 3 - 2,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Hypot,HIPOT,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-024,8546 Corto entre pin 1 - 3,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Hypot,HIPOT,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-023,8546 Corto entre pin 1 - 2,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NO GO,NA,NA,NA,Hypot,HIPOT,Moldeo,SEM-8546-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-576,8278 TP Pin 3,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-575,8278 TP Pin 2,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-574,8278 TP Pin 1,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-059,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-060,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-061,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-062,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-063,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-064,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-065,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-066,8278 PZA OK ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-580,8278 Pines Plast,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-582,8278 Corto 2-3,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-583,8278 Corto 1-3,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-581,8278 Corto 1-2,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-579,8278 Cont Pin 3,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-578,8278 Cont Pin 2,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-577,8278 Cont Pin 1,29/05/2021,28/11/2021,18/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,SEM-8278-000,NA,Calibración Aceptada,,,,183.00
DUM-174,3404 S/PINES,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,GO,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-3404-000,NA,Calibración Aceptada,,,,183.00
DUM-172,3404 S/PIN R,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,GO,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-3404-000,NA,Calibración Aceptada,,,,183.00
DUM-173,3404 S/PIN L,28/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,GO,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-3404-000,NA,Calibración Aceptada,,,,182.00
DUM-171,3404 PZA OK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,GO,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-3404-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-209,3404 PZA OK,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,GO,NO GO,Equipo de Prueba,NA,Moldeo,SEM-3404-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-210,3404 PZA OK,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,GO,NO GO,Equipo de Prueba,NA,Moldeo,SEM-3404-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-211,3404 PZA OK,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,GO,NO GO,Equipo de Prueba,NA,Moldeo,SEM-3404-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-177,3404 PINES PLASTICO,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Equipo de Prueba,NA,Moldeo,SEM-3404-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-175,3404 PIN PLASTICO RIGHT,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Equipo de Prueba,NA,Moldeo,SEM-3404-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-176,3404 PIN PLASTICO LEFT,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Equipo de Prueba,NA,Moldeo,SEM-3404-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-306,2920 Terminal expuesta,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-080,2920 TERM EXPUESTA,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-081,2920 TERM EXPUESTA,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-083,2920 TERM EXPUESTA,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-084,2920 TERM EXPUESTA,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,,,,183.00
DUM-078,2920 SIN TERMINAL,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,,,,183.00
DUM-079,2920 SIN TERMINAL,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,,,,183.00
DUM-082,2920 PZA OK,04/02/2021,06/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,HIPOT ALLISON,Moldeo,SEM-2920-000,NA,Calibración Aceptada,,,,183.00
DUM-293,PIEZA OK,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-288,CORTO TERMINAL 4-5 sup,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-292,CORTO TERMINAL 4-5 inf,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-287,CORTO TERMINAL 3-4 sup,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-291,CORTO TERMINAL 3-4 inf,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2881-000,NA,Calibración Aceptada,,,,183.00
DUM-286,CORTO TERMINAL 2-3 sup,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-290,CORTO TERMINAL 2-3 inf,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-285,CORTO TERMINAL 1-2 sup,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-289,CORTO TERMINAL 1-2 inf,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-284,2282 CORTO PIN 4-5,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-283,2882 CORTO PIN 3-4,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-282,2882 CORTO PIN 2-3,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-281,2882 CORTO PIN 1-2,25/06/2021,25/12/2021,15/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,SEM-2882-000,NA,Calibración Aceptada,,,,183.00
DUM-279,2881 PZA OK,27/05/2021,26/11/2021,16/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-2881-000,NA,Calibración Aceptada,,,,183.00
DUM-280,2881 CORTO TERMINAL 6-7,22/12/2020,23/06/2021,13/06/2021,baja,INTERNO,NA,NA,NA,NA,Camara de Visión,,Moldeo,SEM-2882-000,NA,baja,,,,183.00
DUM-278,2881 CORTO TERMINAL 5-6,27/05/2021,26/11/2021,16/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-2881-000,NA,Calibración Aceptada,,,,183.00
DUM-277,2881 CORTO TERMINAL 4-5,27/05/2021,26/11/2021,16/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-2881-000,NA,Calibración Aceptada,,,,183.00
DUM-276,2881 CORTO TERMINAL 3-4,27/05/2021,26/11/2021,16/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-2881-000,NA,Calibración Aceptada,,,,183.00
DUM-275,2881 CORTO TERMINAL 2-3,27/05/2021,26/11/2021,16/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-2881-000,NA,Calibración Aceptada,,,,183.00
DUM-274,2881 CORTO TERMINAL 1-2,27/05/2021,26/11/2021,16/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,SEM-2881-000,NA,Calibración Aceptada,,,,183.00
DUM-908,8792 PIEZA OK,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-928,8792 Corto 1000v T5-T6 L Señal,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-933,8792 Corto 1000v T5-T6 L Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-938,8792 Corto 1000v T5-T6 C Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-927,8792 Corto 1000v T4-T5 L Señal,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-932,8792 Corto 1000v T4-T5 L Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-937,8792 Corto 1000v T4-T5 C Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-926,8792 Corto 1000v T3-T4 L Señal,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-931,8792 Corto 1000v T3-T4 L Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-936,8792 Corto 1000v T3-T4 C Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-925,8792 Corto 1000v T2-T3 L Señal,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-930,8792 Corto 1000v T2-T3 L Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-935,8792 Corto 1000v T2-T3 C Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-924,8792 Corto 1000v T1-T2 L Señal,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-929,8792 Corto 1000v T1-T2 L Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-934,8792 Corto 1000v T1-T2 C Poder,08/07/2021,07/01/2022,28/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,MAG-8792-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-350,10001 Presencia S/Rebaba OK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,HIT-10001-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-347,10001 Presencia de rebaba Plastica NOK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,HIT-10001-000,NA,Calibración Aceptada,FLOME,,,183.00
DUM-348,10001 Presencia de rebaba Plastica NOK,28/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,HIT-10001-000,NA,Calibración Aceptada,,,,182.00
DUM-349,10001 Presencia de rebaba Plastica NOK,28/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,HIT-10001-000,NA,Calibración Aceptada,,,,182.00
DUM-043,6798-080 TP Pin4 Y+,26/03/2021,24/09/2021,14/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,182.00
DUM-047,6798-080 TP Pin4 Y-,26/03/2021,24/09/2021,14/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,182.00
DUM-051,6798-080 TP Pin4 X+,26/03/2021,24/09/2021,14/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,182.00
DUM-057,6798-080 TP Pin4 X-,26/03/2021,24/09/2021,14/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,182.00
DUM-042,6798-080 TP Pin3 Y+,26/03/2021,24/09/2021,14/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,182.00
DUM-046,6798-080 TP Pin3 Y-,26/03/2021,24/09/2021,14/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,182.00
DUM-050,6798-080 TP Pin3 X+,26/03/2021,24/09/2021,14/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,182.00
DUM-056,6798-080 TP Pin3 X-,26/03/2021,25/09/2021,15/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,183.00
DUM-041,6798-080 TP Pin2 Y+,26/03/2021,25/09/2021,15/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,183.00
DUM-045,6798-080 TP Pin2 Y-,26/03/2021,26/09/2021,16/09/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,NA,Moldeo,HEL-6798-080,NA,Calibración Aceptada,,,,184.00
