ID,Descripción,Fecha de verificación,Próxima Verificación,Calendario de Verificacion,Estado,Método de verificación,Error-,Error+,Resolución+,Resolución-,Patrón,ID patrón,Usuario,Linea del cliente,Formato,Status,,Fuera de Calibración,,Periodo
DUM-108,7459 S/Gasket,04/03/2021,03/09/2021,24/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Perfilometro,,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-182,7459 PZA TP OK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-183,7459 PZA TP OK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-184,7459 PZA TP OK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-208,7459 Gasket Alto 1.31,04/03/2021,03/09/2021,24/08/2021,Activo,INTERNO,GO,NO GO,NA,NA,Perfilometro,,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-186,"7459 Altura Antena Izq. 2.9442 NOK, lado der 2.7575",28/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,184.00
DUM-189,"7459 Altura Antena Der. 2.961 NOK, lado izq 2.8419",28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-188,"7459 Altura Antena Der. 2.299 NOK, lado izq 2.8818",28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-185,7459 Altura Antena der 2.2267 NOK lado izq OK 2.8187,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-190,7459 Alt. Antena Izq.2.7354 y Der.2.8448 OK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-187,7459 Alt. Antena  Izq. 2.8336 y Der 2.8973 OK,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-178,7459  TP Pin Izq. .88 X-,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-179,7459  TP Pin Izq. .841 X+,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-181,7459  TP Pin Der. .855 X+,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-180,7459  TP Pin Der. .840X-,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,COT-7459-000,NA,Calibración Aceptada,,,1,183.00
DUM-520,7107 Mal Singulado NOK,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-7107-000,NA,Calibración Aceptada,,,1,183.00
DUM-521,7107 Mal Singulado NOK,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-7107-000,NA,Calibración Aceptada,,,1,183.00
DUM-522,7107 Mal Singulado NOK,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-7107-000,NA,Calibración Aceptada,,,1,183.00
DUM-519,7107  C/Singulado OK,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-7107-000,NA,Calibración Aceptada,,,1,183.00
DUM-251,6550 S/TRIMING,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,183.00
DUM-219,6550 S/Imán,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,183.00
DUM-254,6550 PZA OK,28/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,COT-6550-000,NA,Calibración Aceptada,FLOME,,1,184.00
DUM-1189,6550 Fuera Dim. 13.14,25/05/2021,24/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,COT-6550-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1190,6550 Fuera Dim. 13.14,25/05/2021,24/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,COT-6550-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-128,6550 Distancia 12.94 OK lado lado Izq.,05/06/2021,06/12/2021,26/11/2021,Activo,INTERNO,GO,NO GO,NA,NA,,,Moldeo,COT-6550-000,NA,Calibración Aceptada,FLOME,,1,184.00
DUM-107,6550 Distancia 12.94 OK lado izq. ,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,,,Moldeo,COT-6550-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-126,6550 Distancia 12.93 OK lado Der.,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,GO,NO GO,NA,NA,,,Moldeo,COT-6550-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-127,6550 Distancia 12.86 NOK lado Der.,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,GO,NO GO,NA,NA,,,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,183.00
DUM-106,6550 Distancia 12.85 NOK Lado Der.,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,,,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,183.00
DUM-129,6550 Distancia  12.86 NOK lado Izq.,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,GO,NO GO,NA,NA,,,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,183.00
DUM-253,6550 corto T2-T3,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,183.00
DUM-252,6550 corto T1-2-3,28/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,184.00
DUM-250,6550 corto  P1-2,28/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,INT107,Moldeo,COT-6550-000,NA,Calibración Aceptada,,,1,184.00
DUM-328,5999 Terminal expuesta,25/02/2021,28/08/2021,18/08/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,184.00
DUM-329,5999 Terminal expuesta,25/02/2021,28/08/2021,18/08/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,184.00
DUM-330,5999 Terminal expuesta,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-331,5999 Terminal expuesta,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-478,5999 Terminal expuesta,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT387,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-470,5999 OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-475,5999 OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-476,5999 OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-477,5999 OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-468,5999 NO OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-469,5999 NO OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-471,5999 NO OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-472,5999 NO OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-473,5999 NO OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-474,5999 NO OK ,25/02/2021,27/08/2021,17/08/2021,Activo,INTERNO,NA,NA,NA,NA,Indicador de Altura,INT388,Moldeo,COT-5999-000,NA,Calibración Aceptada,,,1,183.00
DUM-685,5671 Pieza OK ,10/02/2021,12/08/2021,02/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000-10,NA,Calibración Aceptada,,,1,183.00
DUM-686,5671 Pieza OK ,10/02/2021,12/08/2021,02/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000-10,NA,Calibración Aceptada,,,1,183.00
DUM-684,5671 Apertura Bracket 10.20 Y4,10/02/2021,12/08/2021,02/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000-10,NA,Calibración Aceptada,,,1,183.00
DUM-682,5671 Altura poste izquierdo Y4,10/02/2021,12/08/2021,02/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000-10,NA,Calibración Aceptada,,,1,183.00
DUM-683,5671 Altura poste derecho Y4,10/02/2021,12/08/2021,02/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000-10,NA,Calibración Aceptada,,,1,183.00
DUM-676,5671 Apertura bracket 9.88,10/02/2021,12/08/2021,02/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000-0A,NA,Calibración Aceptada,,,1,183.00
DUM-677,5670 Apertura bracket 9.80,10/02/2021,12/08/2021,02/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000-0A,NA,Calibración Aceptada,,,1,183.00
DUM-986,Dia. Tapado de rebaba traslucida Yuh-dak4,28/04/2021,28/10/2021,18/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000,NA,Calibración Aceptada,,,1,183.00
DUM-1052,5671 Apertura Bracket NOK 9.845,12/03/2021,11/09/2021,01/09/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1049,5671  Apertura Bracket OK 9.919,09/02/2021,11/08/2021,01/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1048,5671  Apertura Bracket OK 9.918,09/02/2021,11/08/2021,01/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000,NA,Calibración Aceptada,,,1,183.00
DUM-1050,5671  Apertura Bracket OK 9.87,12/03/2021,11/09/2021,01/09/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1047,5671  Apertura Bracket OK 9.868,09/02/2021,11/08/2021,01/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000,NA,Calibración Aceptada,,,1,183.00
DUM-1051,5671  Apertura Bracket NOK 9.845,12/03/2021,11/09/2021,01/09/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5671-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1057,5671 Diametro fuera de esp. ,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5670-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1056,5670 Apertura Bracket NOK 9.781,09/02/2021,11/08/2021,01/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5670-000,NA,Calibración Aceptada,,,1,183.00
DUM-1055,5670  Apertura Bracket OK 9.94,09/02/2021,11/08/2021,01/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5670-000,NA,Calibración Aceptada,,,1,183.00
DUM-1053,5670  Apertura Bracket OK 9.87,09/02/2021,11/08/2021,01/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5670-000,NA,Calibración Aceptada,,,1,183.00
DUM-1054,5670  Apertura Bracket OK 9.87,09/02/2021,11/08/2021,01/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5670-000,NA,Calibración Aceptada,,,1,183.00
DUM-901,Altura OK candado 1.41,26/05/2021,25/11/2021,15/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-902,Altura OK candado 1.40,26/05/2021,25/11/2021,15/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-903,Altura OK candado 1.35,26/05/2021,25/11/2021,15/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-905,Altura No OK 1.468,26/05/2021,25/11/2021,15/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,,,1,183.00
DUM-904,Altura No OK,26/05/2021,25/11/2021,15/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-027,5552 SIN TRIMING,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,HIPOT CONTINENTAL,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-028,5552 SIN TRIMING,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,HIPOT CONTINENTAL,Moldeo,COT-5552-000,NA,Calibración Aceptada,,,1,183.00
DUM-034,5552 PZA OK,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,GO,NA,NA,NA,Hypot,HIPOT CONTINENTAL,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1014,5552 Pin3 corto 6.77,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,LVDT,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-616,5552 Pin3 corto 2.105,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-618,5552 Pin2 corto 6.72,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,LVDT,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-615,5552 Pin2 corto 2.215,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,,,1,183.00
DUM-617,5552 Pin1 corto 6.81,15/05/2021,15/11/2021,05/11/2021,Activo,INTERNO,NA,NA,NA,NA,LVDT,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,,,1,184.00
DUM-614,5552 Pin1 corto 2.251,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,,,1,183.00
DUM-032,5552 CORTO 2-3,15/05/2021,13/11/2021,03/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,HIPOT CONTINENTAL,Moldeo,COT-5552-000,NA,Calibración Aceptada,,,1,182.00
DUM-031,5552 CORTO 1-3,15/05/2021,15/11/2021,05/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,HIPOT CONTINENTAL,Moldeo,COT-5552-000,NA,Calibración Aceptada,FLOME,,1,184.00
DUM-906,5552 corto 1-2,15/05/2021,14/11/2021,04/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,COT-5552-000,NA,Calibración Aceptada,,,1,183.00
DUM-709,9112 Compresion OK,22/12/2020,24/06/2021,14/06/2021,Baja,INTERNO,NA,NA,NA,NA,,,Moldeo,BRO-9112-000,NA,Baja,,,1,184.00
DUM-712,9112 Compresion 3.4N  ,22/12/2020,24/06/2021,14/06/2021,Baja,INTERNO,NA,NA,NA,NA,,,Moldeo,BRO-9112-000,NA,Baja,,,1,184.00
DUM-713,9112 Compresion 3.2N  lado conector,22/12/2020,24/06/2021,14/06/2021,Baja,INTERNO,NA,NA,NA,NA,,,Moldeo,BRO-9112-000,NA,Baja,,,1,184.00
DUM-711,9112 Compresion 1.8N  lado conector,22/12/2020,24/06/2021,14/06/2021,Baja,INTERNO,NA,NA,NA,NA,,,Moldeo,BRO-9112-000,NA,Baja,,,1,184.00
DUM-710,9112 Compresion 1.8N ,22/12/2020,24/06/2021,14/06/2021,Baja,INTERNO,NA,NA,NA,NA,,,Moldeo,BRO-9112-000,NA,Baja,,,1,184.00
DUM-1111,Pines Plasticos Conector,11/02/2021,11/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,181.00
DUM-1110,Pin 4 Plastico,11/02/2021,11/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,181.00
DUM-1109,Pin 3 Plastico,11/02/2021,11/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,181.00
DUM-1108,Pin 2 Plantico,11/02/2021,11/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,181.00
DUM-1107,Pin 1 Plastico,11/02/2021,11/08/2021,27/07/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,181.00
DUM-1085,10027 S/Presencia Buje4,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1084,10027 S/Presencia Buje3,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1083,10027 S/Presencia Buje2,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1082,10027 S/Presencia Buje1,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1191,10027 Pza Ok,11/06/2021,11/12/2021,21/11/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1086,10027 Pza OK,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1079,10027 Pin 9 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1078,10027 Pin 8 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1194,10027 Pin 8 Corto,11/06/2021,11/12/2021,21/11/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1077,10027 Pin 7 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1196,10027 Pin 7 Corto,11/06/2021,11/12/2021,21/11/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1076,10027 Pin 6 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1075,10027 Pin 5 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1074,10027 Pin 4 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1073,10027 Pin 3 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1192,10027 Pin 3 Corto,11/06/2021,11/12/2021,21/11/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1072,10027 Pin 2 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1197,10027 Pin 2 Corto,11/06/2021,11/12/2021,21/11/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1193,10027 Pin 16 Corto,11/06/2021,11/12/2021,21/11/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1195,10027 Pin 15 Corto,11/06/2021,11/12/2021,21/11/2021,Activo,INTERNO,NA,NA,NA,NA,Perfilometro,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1081,10027 Pin 11 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1080,10027 Pin 10 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-1071,10027 Pin 1 Plastico ,28/06/2021,28/12/2021,18/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10027-000,NA,Calibración Aceptada,,,1,183.00
DUM-674,Presencia Pin Plastico (PIN.9),27/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-673,Presencia Pin Plastico (PIN.8),27/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-672,Presencia Pin Plastico (PIN.7),27/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-671,Presencia Pin Plastico (PIN.6),27/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-675,Presencia Pin Plastico (PIN.10),27/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-678,Pieza Ok presencia,27/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-679,Pieza Ok presencia,27/04/2021,27/10/2021,17/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,183.00
DUM-1135,10024 Orificio tapado 5,24/02/2021,25/08/2021,05/08/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BRO-10024-000,NA,Calibración Aceptada,FLOME,,1,182.00
